id,year,school,dorm,mode,speed,target_units
565,3,engineering,Synergy,walk,1.5,14
566,2,engineering,Sally Ride,bike,4.1,18
567,4,engineering,Synergy,bike,4.28,16
568,1,hs_natural,Okada,bike,5.01,14
569,4,engineering,Casa Zapata,bike,4.59,15
570,1,hs_interdisc,Lantana,walk,1.32,12
571,4,engineering,680 Lomita,bike,4.59,12
572,3,hs_interdisc,Cardenal,walk,1.7,14
573,4,hs_humanities,Potter,bike,4.81,13
574,1,engineering,Potter,bike,5.12,13
575,2,hs_humanities,Yost,bike,4.99,16
576,3,hs_interdisc,Govco Suites,bike,5.68,16
577,2,hs_social,Enchanted Broccoli Forest,bike,5.26,18
578,1,hs_interdisc,Cedro,walk,1.64,12
579,1,hs_natural,Cardenal,bike,4.71,16
580,2,hs_interdisc,Cardenal,bike,5.29,13
581,2,hs_natural,Toyon,bike,5.73,16
582,4,hs_humanities,Mirrielees,bike,5.1,16
583,3,hs_social,576 Alvarado,bike,4.2,15
584,3,hs_interdisc,Muwekma-Tah-Ruk,walk,1.64,16
585,1,engineering,Donner,walk,1.58,16
586,1,hs_interdisc,Alondra,bike,5.6,16
587,4,engineering,Naranja,bike,4.86,19
588,1,hs_natural,Burbank,bike,4.62,14
589,2,hs_social,Naranja,bike,5.12,14
590,3,hs_interdisc,Mirrielees,walk,1.69,17
591,4,hs_interdisc,Govco Suites,bike,5.37,14
592,2,hs_interdisc,Kimball,bike,5.48,14
593,3,engineering,Storey,bike,4.72,17
594,4,hs_natural,Roble Hall,bike,5.4,15
595,4,engineering,Govco Suites,walk,1.32,17
596,4,hs_natural,EVGR,bike,4.52,14
597,3,engineering,EVGR,walk,1.36,12
598,1,engineering,Rinconada,bike,5.11,14
599,3,hs_social,Roble Hall,walk,1.43,12
600,3,engineering,Toyon,bike,5.2,15
601,4,hs_social,Sigma Phi Epsilon,walk,1.34,17
602,3,hs_interdisc,Kappa Alpha Theta,walk,1.63,12
603,4,hs_interdisc,EAST,walk,1.63,13
604,1,hs_social,Schiff,bike,4.44,18
605,2,engineering,Kimball,walk,1.43,16
606,1,hs_interdisc,Casa Zapata,walk,1.39,15
607,4,hs_social,Ng,bike,4.38,15
608,2,hs_interdisc,Ng,bike,4.53,13
609,4,hs_natural,Meier,bike,4.5,14
610,3,engineering,Sally Ride,bike,4.33,16
611,2,hs_humanities,Sally Ride,bike,4.07,12
612,1,hs_interdisc,Potter,bike,4.54,13
613,1,hs_interdisc,Casa Zapata,walk,1.53,17
614,1,engineering,Robinson,bike,4.79,13
615,4,hs_social,EVGR,bike,5.53,17
616,3,hs_natural,EVGR,bike,5.15,14
617,4,hs_interdisc,Govco Suites,bike,5.73,12
618,3,hs_social,EVGR,bike,5.03,17
619,1,hs_humanities,Castano,bike,5.43,16
620,1,engineering,Burbank,bike,4.16,13
621,2,hs_natural,Kimball,walk,1.33,14
622,2,hs_social,Meier,bike,4.47,15
623,4,engineering,EVGR,bike,4.16,12
624,1,hs_social,Larkin,bike,5.19,15
625,4,hs_humanities,680 Lomita,bike,5.43,20
626,3,engineering,Roth,electric,6.17,17
627,4,engineering,aKDPhi/Chi Omega,bike,5.73,14
628,2,hs_social,Crothers Memorial,bike,4.04,14
629,3,hs_social,Sigma Phi Epsilon,bike,4.75,14
630,1,engineering,Robinson,walk,1.31,15
631,3,hs_interdisc,EVGR,bike,5.02,14
632,3,engineering,Twain,bike,4.77,13
633,3,hs_natural,Toussaint,bike,4.97,14
634,3,hs_interdisc,EAST,bike,5.68,12
635,2,hs_interdisc,EAST,bike,4.52,13
636,3,engineering,ZAP,bike,5.23,14
637,3,hs_interdisc,EVGR,bike,5.32,15
638,1,engineering,West Lagunita,bike,4.66,14
639,3,engineering,Govco Suites,bike,5.27,14
640,2,engineering,Toyon,bike,5.71,13
641,3,engineering,Pi Beta Phi,bike,4.67,13
642,1,engineering,Muwekma-Tah-Ruk,bike,4.0,18
643,1,hs_interdisc,Cardenal,bike,5.28,12
644,4,engineering,EVGR,bike,5.67,14
645,1,hs_social,Larkin,bike,5.66,12
646,2,hs_interdisc,Okada,walk,1.36,14
647,3,hs_interdisc,Roble Hall,bike,5.46,14
648,3,hs_natural,Trancos,bike,5.56,14
649,2,engineering,Norcliffe,bike,5.19,15
650,1,hs_natural,Robinson,bike,4.37,17
651,3,hs_natural,Crothers Memorial,bike,4.96,12
652,3,engineering,Junipero,bike,4.62,14
653,2,engineering,Burbank,walk,1.38,12
654,1,hs_natural,Castano,walk,1.65,14
655,2,hs_humanities,Robert Moore North,bike,4.12,12
656,4,hs_humanities,Otero,bike,4.57,15
657,3,engineering,Norcliffe,walk,1.5,14
658,2,engineering,Sigma Nu,walk,1.51,17
659,1,engineering,Branner,walk,1.5,14
660,1,hs_interdisc,Arroyo,walk,1.45,12
661,1,hs_interdisc,Muwekma-Tah-Ruk,electric,7.96,15
662,1,engineering,Castano,walk,1.34,19
663,2,engineering,Toyon,bike,5.53,19
664,3,engineering,Junipero,walk,1.36,13
665,2,engineering,Pi Beta Phi,walk,1.53,16
666,2,hs_interdisc,Burbank,bike,4.4,13
667,2,hs_humanities,Alpha Phi/KKG,bike,5.17,15
668,2,hs_humanities,Norcliffe,bike,5.15,14
669,1,engineering,Robinson,bike,4.68,17
670,2,hs_social,Okada,bike,4.87,14
671,1,engineering,Schiff,bike,5.71,16
672,3,hs_interdisc,Govco Suites,bike,4.53,14
673,2,hs_natural,Sigma Phi Epsilon,bike,4.29,12
674,1,hs_social,Lantana,bike,5.64,15
675,2,hs_interdisc,Murray,walk,1.31,14
676,3,hs_interdisc,Faisan,bike,4.67,15
677,3,engineering,Columbae,bike,4.97,13
678,1,engineering,Crothers,bike,5.5,12
679,1,engineering,Cedro,bike,5.24,14
680,2,hs_social,Roble Hall,bike,5.63,15
681,3,hs_social,Mirrielees,bike,4.58,16
682,4,hs_interdisc,Storey,bike,5.06,12
683,2,hs_interdisc,Sigma Nu,bike,5.6,15
684,4,engineering,576 Alvarado,bike,5.44,15
685,3,hs_interdisc,Sally Ride,bike,4.92,14
686,3,hs_natural,Grove,bike,4.7,13
687,1,engineering,Donner,bike,4.06,13
688,2,hs_interdisc,Gavilan,bike,4.79,16
689,3,engineering,Mirrielees,walk,1.48,13
690,3,engineering,Mirrielees,bike,5.15,12
691,1,hs_interdisc,Larkin,bike,5.73,13
692,4,engineering,Xanadu,bike,5.1,16
693,3,hs_natural,Mars,walk,1.58,12
694,4,hs_natural,Otero,walk,1.33,12
695,1,hs_social,Arroyo,bike,4.5,14
696,1,hs_natural,Mirlo,walk,1.38,16
697,1,hs_interdisc,Potter,bike,4.34,16
698,2,engineering,Toyon,bike,4.81,16
699,3,engineering,680 Lomita,walk,1.69,15
700,1,engineering,Robinson,walk,1.39,13
701,3,engineering,Delta Delta Delta,bike,5.76,13
702,3,hs_social,Casa Zapata,walk,1.45,20
703,3,hs_social,Govco Suites,bike,4.92,18
704,2,hs_natural,Potter,walk,1.62,13
705,1,engineering,Larkin,bike,4.13,15
706,2,hs_humanities,Paloma,electric,7.78,15
707,4,hs_social,Trancos,bike,5.47,16
708,4,doerr,Toyon,bike,5.55,13
709,1,hs_interdisc,Burbank,bike,5.26,15
710,2,hs_interdisc,Okada,bike,4.28,14
711,1,doerr,Cedro,walk,1.33,12
712,3,hs_natural,Roble Hall,bike,5.06,15
713,3,hs_interdisc,Jerry,electric,6.7,14
714,1,hs_interdisc,Robinson,bike,5.13,15
715,4,engineering,Govco Suites,walk,1.55,17
716,4,hs_natural,Roble Hall,bike,4.99,20
717,1,engineering,Arroyo,walk,1.6,13
718,4,engineering,EVGR,walk,1.49,17
719,1,engineering,Branner,bike,5.46,15
720,1,hs_interdisc,Castano,bike,5.71,15
721,4,hs_interdisc,Govco Suites,walk,1.33,14
722,1,hs_natural,Soto,electric,6.63,12
723,3,engineering,Columbae,bike,5.76,14
724,2,hs_interdisc,Otero,bike,4.51,17
725,3,engineering,Kappa Alpha Theta,walk,1.59,15
726,4,engineering,576 Alvarado,bike,4.41,17
727,4,hs_humanities,Adelfa,walk,1.59,13
728,1,hs_social,Larkin,bike,4.65,13
729,1,hs_social,Alondra,bike,5.44,18
730,1,engineering,Donner,bike,5.65,15
731,4,engineering,Roble Hall,walk,1.6,15
732,2,hs_social,Roble Hall,walk,1.3,14
733,2,engineering,Roble Hall,walk,1.54,15
734,1,engineering,Castano,walk,1.42,15
735,4,engineering,Kairos,bike,5.49,17
736,2,engineering,Potter,bike,5.58,14
737,1,hs_interdisc,Schiff,bike,5.0,15
738,4,hs_humanities,Synergy,bike,4.95,12
739,1,hs_interdisc,Branner,bike,4.76,14
740,2,hs_humanities,Crothers Memorial,walk,1.37,13
741,4,engineering,Mirrielees,bike,5.17,16
742,2,hs_social,Roble Hall,walk,1.63,12
743,2,hs_interdisc,Alpha Phi/KKG,walk,1.65,15
744,4,engineering,Murray,bike,4.94,16
745,4,engineering,EAST,bike,4.86,13
746,4,hs_social,Potter,bike,5.11,12
747,1,engineering,West Lagunita,walk,1.6,17
748,3,hs_interdisc,Mirrielees,walk,1.35,14
749,2,engineering,Trancos,walk,1.33,15
750,4,hs_natural,Narnia,bike,5.3,13
751,1,hs_interdisc,Potter,bike,5.18,12
752,3,engineering,Terra,bike,4.25,18
753,1,engineering,Muwekma-Tah-Ruk,bike,4.64,15
754,4,engineering,Mars,bike,4.13,15
755,1,hs_social,Castano,bike,5.39,12
756,1,hs_social,Muwekma-Tah-Ruk,walk,1.41,13
757,1,hs_social,Potter,walk,1.52,16
758,2,hs_natural,Muwekma-Tah-Ruk,bike,5.53,15
759,4,engineering,Junipero,walk,1.57,15
760,4,doerr,550 Lasuen,bike,4.91,15
761,3,hs_natural,Ng,bike,5.31,15
762,1,hs_humanities,West Lagunita,walk,1.43,15
763,3,hs_humanities,EVGR,bike,5.26,12
764,4,engineering,Muwekma-Tah-Ruk,electric,7.73,16
765,3,hs_interdisc,Meier,bike,4.24,17
766,2,hs_interdisc,Crothers Memorial,bike,5.15,14
767,1,hs_interdisc,Burbank,bike,4.35,14
768,2,hs_interdisc,Kimball,bike,5.17,13
769,2,hs_social,Crothers Memorial,walk,1.38,14
770,2,engineering,Loro,electric,7.84,17
771,2,hs_interdisc,Enchanted Broccoli Forest,bike,4.23,12
772,4,hs_natural,Muwekma-Tah-Ruk,bike,4.28,13
773,4,hs_interdisc,Okada,bike,4.74,16
774,2,hs_natural,Paloma,walk,1.42,15
775,2,hs_social,Otero,walk,1.35,16
776,4,hs_humanities,Ujamaa,bike,5.33,15
777,2,hs_natural,Junipero,bike,4.44,14
778,4,engineering,Terra,bike,4.86,14
779,4,hs_humanities,Twain,bike,4.67,14
780,2,engineering,Murray,walk,1.44,15
781,1,hs_interdisc,Casa Zapata,bike,4.35,18
782,3,hs_interdisc,Crothers Memorial,bike,4.98,15
783,3,engineering,Naranja,bike,4.47,18
784,2,engineering,Phi Kappa Psi,bike,4.43,12
785,3,hs_social,Burbank,walk,1.56,16
786,1,hs_social,Lantana,walk,1.31,12
787,3,hs_natural,Muwekma-Tah-Ruk,walk,1.51,12
788,2,hs_humanities,Roble Hall,bike,5.78,13
789,4,hs_interdisc,Trancos,bike,4.91,13
790,2,hs_social,Roble Hall,walk,1.58,14
791,2,engineering,Yost,walk,1.33,13
792,1,engineering,Rinconada,bike,5.8,16
793,3,hs_humanities,Mirrielees,bike,5.35,14
794,3,hs_interdisc,Potter,bike,5.72,15
795,1,engineering,Donner,bike,5.36,13
796,1,engineering,Donner,bike,5.31,14
797,3,hs_interdisc,Kairos,bike,5.23,14
798,4,hs_interdisc,Potter,walk,1.5,16
799,3,hs_social,EAST,bike,5.27,15
800,2,engineering,EAST,bike,5.64,17
801,2,hs_social,Junipero,bike,5.49,15
802,1,engineering,Alondra,bike,4.76,15
803,2,engineering,Kimball,walk,1.56,14
804,4,engineering,Narnia,bike,4.23,13
805,4,hs_interdisc,Robert Moore North,walk,1.41,14
806,4,engineering,Toussaint,bike,4.21,12
807,1,hs_interdisc,Rinconada,bike,4.44,18
808,3,hs_interdisc,Delta Delta Delta,walk,1.57,15
809,2,engineering,Roble Hall,bike,4.61,13
810,4,engineering,BOB,bike,5.8,18
811,2,hs_interdisc,Loro,bike,4.87,12
812,3,hs_natural,Xanadu,bike,4.52,15
813,4,hs_social,Hammarskjold,bike,4.22,16
814,1,engineering,Donner,bike,5.69,13
815,4,hs_social,Terra,bike,4.73,15
816,2,hs_natural,Meier,bike,4.39,18
817,3,engineering,Roth,bike,5.42,14
818,3,engineering,Roble Hall,bike,5.14,16
819,4,engineering,Kappa Alpha Theta,electric,7.06,16
820,3,hs_social,Synergy,bike,4.41,12
821,1,doerr,Castano,walk,1.64,12
822,2,hs_social,Muwekma-Tah-Ruk,walk,1.49,12
823,1,engineering,Schiff,bike,4.06,13
824,3,engineering,Meier,bike,5.05,14
825,2,engineering,Columbae,bike,5.64,12
826,2,engineering,Kimball,bike,5.14,13
827,4,engineering,Cardenal,bike,5.27,12
828,3,engineering,Gavilan,bike,4.64,16
829,1,hs_social,Potter,walk,1.32,15
830,4,hs_social,Durand,bike,4.42,16
831,1,hs_social,Mirlo,bike,4.91,16
832,3,hs_interdisc,EVGR,bike,5.58,15
833,3,hs_interdisc,Twain,bike,5.07,13
834,1,hs_natural,Branner,bike,5.11,17
835,4,engineering,Mirrielees,bike,4.43,14
836,2,engineering,Gavilan,electric,6.46,17
837,1,doerr,Castano,bike,5.01,18
838,4,engineering,Delta Delta Delta,bike,5.08,16
839,1,engineering,Lantana,walk,1.67,14
840,3,engineering,EAST,bike,4.53,17
841,2,hs_interdisc,Synergy,walk,1.5,15
842,2,hs_social,Crothers Memorial,bike,4.75,15
843,4,hs_interdisc,Xanadu,bike,5.69,14
844,2,hs_social,Ng,bike,5.79,14
845,3,hs_interdisc,Govco Suites,bike,5.01,16
846,1,hs_interdisc,Ujamaa,bike,4.3,15
847,3,hs_natural,Loro,bike,5.36,13
848,1,hs_humanities,Cedro,bike,4.1,15
849,3,engineering,Twain,bike,4.99,15
850,2,engineering,Phi Kappa Psi,electric,6.6,16
851,1,hs_interdisc,Burbank,bike,4.1,14
852,1,hs_natural,Cedro,bike,4.57,17
853,2,hs_natural,Kappa Sigma,bike,5.61,14
854,3,engineering,Toyon,walk,1.33,14
855,2,hs_interdisc,Adelfa,bike,5.78,12
856,1,hs_interdisc,Rinconada,bike,4.66,17
857,1,engineering,Cardenal,bike,5.51,15
858,1,engineering,Mirlo,walk,1.5,14
859,3,engineering,Cardenal,bike,4.1,13
860,1,hs_interdisc,Casa Zapata,bike,5.1,13
861,1,hs_social,Casa Zapata,electric,6.89,17
862,4,hs_interdisc,Adams,walk,1.37,13
863,1,engineering,Branner,bike,4.13,13
864,2,engineering,Sigma Phi Epsilon,bike,4.73,12
865,2,engineering,Kimball,walk,1.34,13
866,1,engineering,Donner,bike,4.25,15
867,1,engineering,Ujamaa,bike,4.73,14
868,3,hs_interdisc,Paloma,walk,1.48,16
869,1,engineering,Lantana,bike,4.83,14
870,3,engineering,Otero,bike,4.86,15
871,2,hs_natural,Trancos,bike,5.08,13
872,2,engineering,Twain,bike,4.28,14
873,2,engineering,Kimball,bike,5.65,18
874,4,hs_natural,Govco Suites,bike,4.69,15
875,3,hs_social,Loro,bike,5.72,13
876,4,engineering,Kimball,walk,1.61,13
877,2,hs_interdisc,Kimball,bike,5.55,16
878,4,hs_interdisc,EVGR,walk,1.4,19
879,3,hs_interdisc,Mars,bike,4.02,14
880,4,engineering,Paloma,bike,4.77,14
881,3,engineering,Roble Hall,walk,1.67,16
882,2,engineering,Sally Ride,bike,4.07,14
883,1,hs_interdisc,Okada,bike,4.62,14
884,3,engineering,Faisan,bike,5.4,16
885,3,hs_natural,EAST,bike,4.08,17
886,3,engineering,Casa Zapata,bike,5.35,15
887,1,hs_humanities,Potter,bike,5.17,14
888,4,hs_interdisc,Sally Ride,bike,5.47,14
889,1,engineering,Casa Zapata,bike,5.71,13
890,4,hs_natural,Meier,walk,1.7,14
891,3,hs_social,680 Lomita,bike,5.3,18
892,4,engineering,BOB,bike,4.34,12
893,4,engineering,Paloma,bike,5.67,13
894,2,hs_humanities,Meier,bike,4.74,16
895,2,hs_social,Potter,bike,4.36,15
896,1,hs_interdisc,Cardenal,bike,4.29,13
897,4,engineering,Toussaint,bike,4.34,16
898,2,engineering,Sigma Phi Epsilon,walk,1.44,15
899,2,hs_social,Cardenal,bike,5.16,13
900,4,hs_humanities,Kappa Sigma,bike,4.8,15
901,2,hs_social,Burbank,bike,4.37,15
902,1,engineering,Ujamaa,bike,5.33,12
903,2,hs_natural,Ng,bike,4.8,15
904,3,hs_social,Loro,bike,4.95,15
905,3,engineering,Casa Zapata,bike,4.2,16
906,3,engineering,Govco Suites,bike,4.25,15
907,1,hs_interdisc,Branner,bike,4.37,16
908,1,engineering,West Lagunita,bike,5.8,14
909,1,engineering,Schiff,bike,5.64,14
910,1,hs_interdisc,Potter,bike,5.19,18
911,2,hs_natural,Gavilan,electric,6.61,15
912,2,engineering,Norcliffe,walk,1.55,14
913,2,hs_social,Roble Hall,walk,1.51,15
914,2,engineering,Synergy,walk,1.38,14
915,3,hs_interdisc,Ng,bike,5.21,15
916,4,engineering,Kimball,electric,7.62,12
917,4,hs_interdisc,Norcliffe,bike,5.35,15
918,3,engineering,Cardenal,electric,7.1,16
919,3,hs_interdisc,Murray,electric,7.24,16
920,2,engineering,Ujamaa,bike,4.32,14
921,4,engineering,Naranja,bike,4.27,17
922,2,engineering,Crothers Memorial,bike,4.44,13
923,1,engineering,Casa Zapata,walk,1.31,14
924,4,engineering,Crothers Memorial,electric,7.35,12
925,4,hs_social,Roble Hall,bike,5.29,18
926,4,hs_interdisc,Yost,bike,5.1,16
927,4,hs_interdisc,Cardenal,bike,5.14,13
928,2,hs_interdisc,Meier,bike,4.12,14
929,4,hs_interdisc,Delta Delta Delta,walk,1.54,13
930,3,engineering,Grove,bike,5.17,15
931,1,hs_interdisc,Ujamaa,bike,4.12,13
932,2,hs_interdisc,Roble Hall,walk,1.54,16
933,4,engineering,Adelfa,bike,4.32,14
934,1,engineering,Rinconada,bike,5.28,13
935,3,engineering,ZAP,bike,4.68,12
936,1,hs_interdisc,Mirlo,bike,4.8,16
937,2,engineering,Crothers Memorial,bike,5.44,14
938,3,hs_interdisc,Potter,bike,4.23,13
939,3,engineering,Mirrielees,bike,5.5,13
940,4,engineering,Delta Delta Delta,bike,5.63,16
941,3,hs_social,Roble Hall,bike,4.67,15
942,3,hs_interdisc,Potter,walk,1.38,14
943,4,hs_interdisc,Otero,bike,5.54,18
944,1,hs_humanities,Burbank,walk,1.63,17
945,1,hs_social,Larkin,bike,5.63,12
946,1,hs_interdisc,Potter,bike,5.77,13
947,1,engineering,Ujamaa,electric,6.2,13
948,4,engineering,Casa Zapata,bike,5.44,15
949,3,engineering,Mirrielees,bike,4.5,14
950,3,hs_natural,Faisan,electric,7.23,16
951,4,engineering,Jerry,bike,5.42,15
952,3,engineering,Loro,electric,7.94,16
953,1,engineering,Potter,bike,4.15,20
954,1,hs_interdisc,Castano,walk,1.33,15
955,3,hs_humanities,Toyon,bike,4.65,12
956,2,hs_social,Alpha Phi/KKG,bike,4.44,15
957,1,engineering,Soto,bike,5.3,16
958,4,doerr,Toyon,bike,4.44,12
959,4,hs_natural,Govco Suites,bike,5.48,13
960,1,engineering,Potter,bike,4.93,15
961,3,engineering,Sally Ride,bike,5.37,15
962,3,hs_social,Grove,bike,4.11,15
963,3,engineering,680 Lomita,bike,4.94,15
964,2,engineering,Ng,bike,5.25,13
965,3,engineering,Roble Hall,walk,1.57,18
966,3,hs_social,550 Lasuen,bike,4.6,15
967,3,engineering,Mirrielees,bike,4.85,16
968,2,engineering,Loro,bike,4.83,15
969,4,engineering,Otero,bike,5.79,12
970,1,engineering,Branner,bike,5.05,15
971,3,engineering,Kappa Sigma,walk,1.56,12
972,3,engineering,Govco Suites,bike,4.23,17
973,3,engineering,Crothers Memorial,walk,1.37,12
974,3,engineering,Jerry,bike,4.56,16
975,4,hs_humanities,Junipero,walk,1.4,15
976,4,engineering,EVGR,bike,4.93,13
977,1,hs_social,Crothers,bike,4.95,13
978,4,engineering,Crothers Memorial,bike,4.84,14
979,3,hs_interdisc,Yost,walk,1.68,20
980,3,engineering,Adams,bike,5.44,14
981,4,engineering,Toyon,walk,1.6,16
982,3,engineering,Govco Suites,bike,5.58,14
983,4,engineering,Adelfa,walk,1.41,15
984,1,engineering,Rinconada,bike,5.25,17
985,1,hs_natural,Branner,bike,4.1,12
986,2,hs_social,Ng,bike,4.82,14
987,2,hs_interdisc,Roble Hall,walk,1.57,12
988,1,engineering,Donner,bike,5.25,20
989,4,engineering,Pi Beta Phi,bike,4.69,13
990,3,doerr,EVGR,walk,1.6,12
991,1,hs_social,Larkin,bike,5.49,16
992,3,engineering,Ujamaa,bike,5.71,17
993,1,hs_social,Otero,bike,5.03,14
994,3,hs_natural,Mirrielees,bike,4.82,15
995,1,hs_interdisc,Rinconada,bike,5.41,19
996,4,hs_social,Cardenal,bike,4.22,17
997,1,hs_natural,Cardenal,bike,5.76,14
998,1,hs_natural,Burbank,bike,4.27,18
999,4,engineering,Roble Hall,bike,4.22,14
1000,4,hs_natural,Mirrielees,bike,4.4,15
1001,2,engineering,576 Alvarado,electric,7.06,14
1002,2,engineering,Loro,bike,4.78,16
1003,4,engineering,Potter,walk,1.35,16
1004,4,hs_natural,Sigma Nu,bike,4.28,14
1005,2,hs_natural,Meier,walk,1.42,14
1006,4,engineering,Potter,walk,1.62,14
1007,3,engineering,Casa Zapata,bike,4.35,15
1008,3,engineering,Otero,bike,4.88,17
1009,2,hs_social,Ujamaa,walk,1.55,12
1010,4,engineering,Casa Zapata,bike,5.15,15
1011,3,engineering,Govco Suites,bike,4.77,12
1012,4,engineering,Roble Hall,bike,4.15,14
1013,2,hs_humanities,EAST,bike,4.7,14
1014,4,engineering,Burbank,bike,5.24,12
1015,1,engineering,Castano,walk,1.51,12
1016,2,hs_interdisc,Junipero,bike,4.59,12
1017,4,engineering,Loro,bike,4.34,15
1018,1,hs_interdisc,Cedro,bike,5.39,16
1019,4,hs_social,Govco Suites,bike,4.65,14
1020,2,engineering,Adelfa,walk,1.3,13
1021,3,hs_interdisc,Norcliffe,bike,5.6,14
1022,3,hs_interdisc,Norcliffe,bike,5.77,15
1023,2,hs_interdisc,Murray,electric,7.41,18
1024,2,hs_interdisc,Potter,bike,5.46,16
1025,1,hs_social,Cardenal,bike,5.12,12
1026,4,engineering,Kimball,bike,4.08,14
1027,4,engineering,Toyon,electric,7.01,16
1028,1,hs_social,West Lagunita,bike,4.06,13
1029,1,hs_social,Schiff,bike,4.45,15
1030,3,hs_social,Kimball,bike,4.8,12
1031,3,engineering,Trancos,walk,1.49,13
1032,2,hs_interdisc,Phi Kappa Psi,bike,5.47,12
1033,2,engineering,Murray,bike,5.51,13
1034,3,engineering,Ujamaa,bike,4.3,17
1035,4,hs_humanities,Pi Beta Phi,bike,5.5,13
1036,2,engineering,Phi Kappa Psi,bike,5.17,19
1037,2,engineering,Kappa Alpha Theta,walk,1.32,13
1038,2,hs_natural,Burbank,bike,4.07,14
1039,2,engineering,Roble Hall,walk,1.31,12
1040,1,hs_social,Potter,walk,1.61,14
1041,2,engineering,Enchanted Broccoli Forest,bike,4.91,12
1042,2,hs_natural,Toyon,bike,5.63,18
1043,1,hs_social,Ujamaa,bike,4.5,12
1044,1,hs_interdisc,Larkin,walk,1.59,12
1045,3,hs_natural,Norcliffe,bike,4.28,12
1046,4,engineering,BOB,bike,4.96,18
1047,2,hs_interdisc,Faisan,bike,5.56,17
1048,3,engineering,Govco Suites,bike,4.73,13
1049,3,hs_interdisc,Pluto,bike,4.77,12
1050,1,hs_social,Burbank,bike,5.59,18
1051,2,hs_interdisc,Sigma Nu,bike,4.89,16
1052,4,hs_humanities,Storey,bike,4.49,13
1053,3,hs_interdisc,Norcliffe,bike,4.94,14
1054,4,engineering,Twain,walk,1.52,13
1055,4,hs_social,Murray,walk,1.42,14
1056,2,hs_interdisc,Toyon,bike,5.19,15
1057,1,hs_natural,Lantana,walk,1.69,13
1058,1,hs_interdisc,Robinson,walk,1.54,14
1059,4,engineering,Delta Delta Delta,bike,4.29,17
1060,1,hs_interdisc,Mirlo,bike,5.73,13
1061,3,engineering,Potter,bike,4.78,17
1062,3,engineering,Toyon,walk,1.65,12
1063,2,hs_interdisc,Toyon,bike,4.14,15
1064,1,engineering,Donner,walk,1.46,15
1065,1,hs_humanities,Cedro,bike,4.91,16
1066,4,hs_interdisc,Junipero,bike,5.51,16
1067,1,engineering,Soto,bike,5.23,15
1068,2,engineering,Meier,bike,5.2,12
1069,2,hs_social,Norcliffe,bike,4.4,18
1070,3,engineering,Delta Delta Delta,bike,4.45,12
1071,4,hs_natural,Roble Hall,bike,5.79,16
1072,1,engineering,Ujamaa,bike,4.44,18
1073,4,hs_interdisc,Mirrielees,bike,5.75,14
1074,2,hs_social,Potter,electric,6.52,14
1075,4,engineering,Govco Suites,walk,1.48,12
1076,2,hs_interdisc,Phi Kappa Psi,bike,5.04,15
1077,4,engineering,EVGR,walk,1.54,17
1078,4,engineering,Loro,bike,4.27,13
1079,3,hs_social,Kimball,bike,5.74,16
1080,1,engineering,Robinson,electric,6.61,14
1081,3,engineering,EAST,electric,7.41,13
1082,2,engineering,Okada,bike,4.91,13
1083,4,engineering,EVGR,bike,4.47,14
1084,1,hs_interdisc,Cardenal,bike,5.55,17
1085,4,engineering,Faisan,bike,5.54,15
1086,4,engineering,Toyon,bike,4.21,12
1087,2,hs_social,Roble Hall,bike,5.11,14
1088,3,hs_interdisc,Sigma Phi Epsilon,bike,4.78,18
1089,4,hs_humanities,EVGR,bike,5.08,17
1090,1,hs_interdisc,Lantana,walk,1.69,12
1091,3,engineering,BOB,bike,5.45,17
1092,2,engineering,Adams,walk,1.35,15
1093,1,hs_social,Crothers,bike,4.4,16
1094,1,hs_social,Lantana,bike,4.2,18
1095,1,hs_interdisc,Burbank,walk,1.41,14
1096,2,engineering,Murray,walk,1.66,14
1097,3,engineering,Durand,bike,4.11,15
1098,3,hs_social,Adams,walk,1.58,16
1099,2,engineering,Delta Delta Delta,walk,1.44,14
1100,1,engineering,Branner,bike,4.56,14
1101,4,hs_social,aKDPhi/Chi Omega,bike,4.68,13
1102,4,hs_social,Sally Ride,bike,5.59,15
1103,4,engineering,Jerry,bike,4.86,17
1104,4,engineering,Meier,bike,4.78,13
1105,1,hs_interdisc,Casa Zapata,walk,1.48,15
1106,4,hs_interdisc,Govco Suites,walk,1.44,15
1107,4,hs_interdisc,Toyon,bike,4.11,15
1108,4,hs_interdisc,EAST,bike,4.22,14
1109,3,engineering,Pi Beta Phi,electric,6.24,12
1110,2,engineering,Norcliffe,bike,4.28,16
1111,4,engineering,Robert Moore North,bike,5.51,12
1112,4,hs_interdisc,Toyon,bike,4.68,13
1113,1,hs_interdisc,Schiff,walk,1.41,14
1114,3,hs_natural,Columbae,bike,5.43,17
1115,4,engineering,Kappa Alpha Theta,bike,4.6,17
1116,2,engineering,Cardenal,walk,1.34,12
1117,3,hs_interdisc,BOB,walk,1.41,14
1118,4,hs_interdisc,Okada,bike,5.59,15
1119,1,engineering,Cedro,bike,5.22,14
1120,3,hs_natural,Toyon,bike,4.71,16
1121,3,hs_interdisc,EVGR,bike,4.69,16
1122,3,engineering,Mars,bike,4.69,18
1123,1,hs_social,Larkin,bike,5.29,14
